"","O.NET.SOC.Code","Title","Active Learning","Active Listening","Complex Problem Solving","Coordination","Critical Thinking","Equipment Maintenance","Equipment Selection","Installation","Instructing","Judgment and Decision Making","Learning Strategies","Management of Financial Resources","Management of Material Resources","Management of Personnel Resources","Mathematics","Monitoring","Negotiation","Operation and Control","Operation Monitoring","Operations Analysis","Persuasion","Programming","Quality Control Analysis","Reading Comprehension","Repairing","Science","Service Orientation","Social Perceptiveness","Speaking","Systems Analysis","Systems Evaluation","Technology Design","Time Management","Troubleshooting","Writing","dim"
"735","47-5051.00","Rock Splitters, Quarry",2.12,2.62,2.5,2.75,2.62,2,1.75,0,1.75,2.25,2,0.62,0.62,1.62,1.5,2.5,1.62,3,2.88,0.25,2,0,2.5,2.38,1.75,0.12,2.12,2.25,2.62,0.75,0.75,0,2.38,2.25,2.12,"Level"
"736","47-5061.00","Roof Bolters, Mining",2.5,2.5,2.12,3.75,2.75,2.75,1.62,1.38,2.62,2.12,2.38,0.75,0.88,2,1.88,2.75,1.75,3.38,3.25,0.25,1.75,0,2.5,1.88,2.5,0.12,1.88,2.12,2.38,1.62,1.5,0.25,2.62,2.5,1.62,"Level"
"737","47-5071.00","Roustabouts, Oil and Gas",2.38,2.5,2.12,3,2.38,2.5,2.12,0.5,2.25,2.38,2,0.75,1.25,1.75,1.75,2.75,1.5,2.62,2.62,0.12,1.5,0,2.62,1.88,2.75,0.25,1.62,2.25,2.12,1.88,1.62,0.88,2.25,2.62,1.62,"Level"
"738","47-5081.00","Helpers--Extraction Workers",2.62,2.62,2.62,3.12,2.75,3.25,2.62,0,2.5,2.75,2.25,1.25,1.88,2.38,2.38,3,2.25,3,3.38,0,2.12,0,2.88,2.75,3.25,0.12,2.38,2.38,2.25,2.12,2,1.5,2.38,2.88,2.38,"Level"
"739","49-1011.00","First-Line Supervisors of Mechanics, Installers, and Repairers",3.88,3.75,3.62,3.75,3.88,3.38,2.62,1.38,3.62,3.5,3.75,4,3.62,4,3.38,4.12,3.5,3.12,3.38,2.62,3.62,0.75,3.62,4,3.38,1.5,3.38,3.75,4,3.62,3.38,1.25,4,3.62,3.62,"Level"
"740","49-2011.00","Computer, Automated Teller, and Office Machine Repairers",3,3,3.12,2.88,3.12,2.88,3,2.5,2.88,2.62,2.62,0.88,1.25,2.12,1.75,3,2.12,2.88,3,2,2.75,1.25,3,3.12,3.12,1.62,2.88,3,3,2.62,2.38,1.88,3,3.25,3,"Level"
"741","49-2021.00","Radio, Cellular, and Tower Equipment Installers and Repairers",2.75,2.88,2.62,3.38,3.12,3.38,3,3.5,2.88,2.75,2.38,0.62,1.12,2.62,3,3.12,1.88,2.62,3.12,0.25,2.25,1.25,3.5,3.38,3.62,0.88,2.25,2.25,3,2.62,2.62,1,2.62,3.75,2.75,"Level"
"742","49-2021.01","Radio Mechanics",2.62,2.88,2.88,1.88,3.12,3.25,2.75,2.5,2.12,3.12,2.12,0.62,1,2,1.88,3,2.12,3.12,3.25,1.62,2,0.62,3.5,3.25,3.62,1.75,2.62,2.62,2.75,2.38,2.25,1,2.75,3.62,2.75,"Level"
"743","49-2022.00","Telecommunications Equipment Installers and Repairers, Except Line Installers",3.25,3.5,3.38,3,3.62,3.25,3.25,3,2.88,3,2.88,1,1.38,2.62,2.5,3.38,2.38,3.25,3.38,2.25,2.88,2,3.62,3.5,3.38,2.25,3.12,2.62,3.25,3.12,3.12,1.5,2.88,3.75,3,"Level"
"744","49-2091.00","Avionics Technicians",3.12,3.25,3.5,3.12,3.75,4,3,2.88,2.88,3.25,2.62,0.62,1.12,2.62,2.12,3.25,2.25,2.5,3.62,2.12,2.75,0.88,3.62,3.5,4,2.88,2.62,3,3,3.12,3.12,1.12,3.25,4,3.12,"Level"
"745","49-2092.00","Electric Motor, Power Tool, and Related Repairers",3.25,2.88,3.25,2.62,3.5,3.62,3.12,2.62,2.88,3,2.62,1.62,2,2.62,2.62,2.88,2.38,3,3.38,1.75,2.75,1.12,3.62,3.12,4,2.12,2.5,2.62,2.75,2.62,2.5,1.62,2.88,3.75,2.75,"Level"
"746","49-2093.00","Electrical and Electronics Installers and Repairers, Transportation Equipment",2.25,3,3,2.88,3,3.12,2.38,1.38,2.5,2.75,1.88,0.75,0.62,2.12,1.88,3,1.75,2.38,2.88,1.12,2.5,0.38,3.12,3.12,3.25,1.62,2.38,2.88,2.75,2,2.12,1,3,3.25,2.62,"Level"
"747","49-2094.00","Electrical and Electronics Repairers, Commercial and Industrial Equipment",3,3.38,3.5,3.12,3.62,3.75,3.38,3.38,3,3.25,3,1.62,2.25,2.5,3,3.25,2.5,3.5,4,2.12,2.88,2.12,4,4,3.88,2.75,2.88,2.88,3.12,3.25,3.12,2.88,3.12,3.88,3,"Level"
"748","49-2095.00","Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2.75,3.12,3,3.12,3.25,3.75,1.88,0.62,3.12,3,2.38,1,1,2.75,2.38,3,2.38,3.12,3.25,2.38,2.25,1,3.38,3.5,3.62,2.62,2.62,2.75,2.88,2.75,2.75,1,3,3.62,2.62,"Level"
"749","49-2096.00","Electronic Equipment Installers and Repairers, Motor Vehicles",2.25,3.12,3,3,3.12,3.25,2.62,3.12,2.38,2.88,2.38,1,0.62,2,1.75,3,2.38,3,3.12,1.88,2.38,0.75,3,3.12,3.62,2.12,2.62,2.88,3.12,2,2.25,1.38,2.88,3.62,2.88,"Level"
"750","49-2097.00","Electronic Home Entertainment Equipment Installers and Repairers",3.12,3.12,3.25,2.62,3.62,3,2.88,3,3,3,2.88,1.88,1.88,2.75,2.38,2.88,2.12,2.38,2.75,2.38,2.75,1.5,3.62,3.5,3.38,1.75,3.12,2.38,3,2.75,2.5,1.5,2.62,3.62,2.5,"Level"
"751","49-2098.00","Security and Fire Alarm Systems Installers",3,3.12,3,2.88,3.5,2.62,2,3.12,2.62,3,2.38,0.75,1,2,2.12,3.12,1.88,2.75,2.88,1.75,1.88,0.88,3.12,3.25,2.75,1.25,2.88,2.88,3,2.5,2.5,0.88,2.88,3.25,2.88,"Level"
"752","49-3011.00","Aircraft Mechanics and Service Technicians",3.12,3.38,3.88,3,4,4.75,3,2.12,3,3.38,2.88,0.62,1.88,2.25,2.25,3.12,2.12,3.25,4,2.12,2.75,0.5,3.88,4,4.25,2.62,2.88,3,3.25,3.25,3.25,1.25,3,4,3,"Level"
"753","49-3021.00","Automotive Body and Related Repairers",2.38,2.62,2.62,2.88,3,2.38,2.62,1.88,2.62,2.62,2.38,1.38,1.75,2.12,2.38,2.75,1.88,3,2.75,1.5,1.88,1.12,2.88,2.62,3.25,0.88,2.62,2.62,2.5,2.38,1.88,1,2.62,2.62,2.12,"Level"
"754","49-3022.00","Automotive Glass Installers and Repairers",2.38,2.75,2.5,2.5,2.75,1.75,2.38,2.75,2.25,2.38,2.12,0.5,1,1.88,1.75,2.62,2,2.62,2.62,1.12,2.12,0.12,2.75,2.5,2,0.5,2.62,2.62,2.62,1.88,1.88,0.62,3,1.88,2.38,"Level"
"755","49-3023.01","Automotive Master Mechanics",3,3.25,3.25,3,3.38,4,3.25,2.88,2.75,3.38,2.88,1.88,2.12,2.5,2.62,3,2.38,3.62,3.62,2.25,2.75,0.88,3.5,3,4.12,2.38,3,2.25,3,3,2.88,1.38,2.75,3.75,2.5,"Level"
"756","49-3023.02","Automotive Specialty Technicians",3,3,3,2.88,3.25,3.12,2.75,1.88,2.38,3,2.12,1.12,0.75,1.88,1.25,3,1.62,3.12,3.12,1.25,2.12,0.5,3.25,2.62,3.75,1.62,3,2.25,2.75,2.75,3,0.88,2.88,3.5,2.5,"Level"
"757","49-3031.00","Bus and Truck Mechanics and Diesel Engine Specialists",3,3,3,3,3.25,3.25,2.88,1.75,2.62,2.88,2.5,0.75,0.88,2.12,1.75,3,1.88,3.12,3.12,1.12,2.38,0.62,3.25,2.88,3.75,1.62,2.38,2.62,2.88,2.38,2.38,0.75,2.88,3.5,2.5,"Level"
"758","49-3041.00","Farm Equipment Mechanics and Service Technicians",2.88,3,3.12,2.62,3.62,4,3.12,2.12,2.62,3,2.62,1.5,1.38,2.38,2.62,2.75,2.12,3.25,3.38,1,2.38,0.88,3.5,3,4.12,1.62,2.38,2.5,2.88,2.5,2.25,1.12,2.75,3.88,2.75,"Level"
"759","49-3042.00","Mobile Heavy Equipment Mechanics, Except Engines",3.25,3.12,3.25,3.12,3.5,3.88,3.12,2.5,3,3.25,3,2,2.38,2.88,2.25,3.38,2.12,3.5,3.62,1.62,2.75,0.88,4,3.5,4,1.88,2.75,2.88,3,2.62,2.5,2.12,3.12,4,2.62,"Level"
"760","49-3043.00","Rail Car Repairers",2.5,2.62,2.5,2.75,3.38,3.38,2.25,2.25,2.25,2.75,2.25,1.25,1.38,2.12,2.25,2.75,2,3.25,3.38,0.88,2,0,3.25,2.62,3.88,1.12,2,2.12,2.38,2,2.12,1.12,2.62,3.62,2.5,"Level"
"761","49-3051.00","Motorboat Mechanics and Service Technicians",2.25,3,2.88,2.25,3.12,3.5,2.62,0.75,1.88,2.75,2,0.75,1.38,1.75,2,3,1.5,3.38,3.38,0.5,1.62,0.62,3,2.75,4,1.75,2.12,2.62,2.62,2.25,2.25,0.88,2.38,3.75,2.5,"Level"
"762","49-3052.00","Motorcycle Mechanics",3,3,3,2.88,3.12,3,2.12,1.5,2.62,3,2.25,0.12,1.12,2,2,3.12,2.12,2.88,3,1.25,2.62,0.5,3,2.75,3.62,1.5,2.75,2.62,3,2,2,0.75,3,3.62,2.75,"Level"
"763","49-3053.00","Outdoor Power Equipment and Other Small Engine Mechanics",2.88,2.75,2.88,2.88,3.12,3.62,2.5,0.5,2.38,2.62,2.5,1.25,1.12,2,2,2.88,2.12,3,3.38,1,2.25,0.5,3.38,2.75,3.62,1.38,2.38,2.5,2.62,2.25,2.12,0.75,2.62,3.62,2.5,"Level"
"764","49-3091.00","Bicycle Repairers",2.38,2.5,2.5,2.38,3.12,3.12,2.5,1.25,2.62,2.38,2.38,1,1.12,2.38,1.62,2.75,2.25,2.12,2.12,0.62,2.25,0.25,3.25,3,3.12,0.25,2.88,2.5,2.75,1.5,1.75,1.75,2.75,3,2.38,"Level"
"765","49-3092.00","Recreational Vehicle Service Technicians",3.12,3.25,2.88,3.12,3.5,3.12,2.62,0.88,2.62,2.88,2.38,0.62,0.75,1.75,1.75,3,2.5,2.88,2.88,1,2.62,0.5,3.12,2.88,3.88,0.88,2.88,2.75,3.12,2.38,2.5,1,2.75,3.5,2.75,"Level"
"766","49-3093.00","Tire Repairers and Changers",2,2.5,2.25,2.12,2.38,2,1.62,1,2.25,2.12,2.25,0.75,1.62,2.25,1.88,2.25,2.12,2.88,2.75,0,2,0,2.38,2,2.75,0,2.62,2.25,2.25,2,2,0.5,2.62,2.62,2.12,"Level"
"767","49-9011.00","Mechanical Door Repairers",2.25,3,2.88,2.88,3,2.88,2.5,2.75,2.62,2.62,2.12,1,1.5,2.25,2.5,3,2.25,2.75,2.88,1.12,2.75,0,3.25,2.88,2.75,0,2.88,2.88,3,2,2.12,1.5,2.88,3,2.88,"Level"
"768","49-9012.00","Control and Valve Installers and Repairers, Except Mechanical Door",2.75,2.88,2.75,2.75,2.88,3,2.25,1.5,2.12,3,2.12,0.38,0.75,1.75,1.38,2.62,1.62,2.75,3.25,1.12,1.62,0.38,3.38,2.88,3,1.38,2.5,2.75,2.62,2,1.75,0.75,2.75,2.88,2.75,"Level"
"769","49-9021.01","Heating and Air Conditioning Mechanics and Installers",3,3.25,3,3.12,3.25,3.62,2.62,3.62,2.75,3,2.5,1.12,1.5,2.38,2.88,3,2.12,3.12,3.12,2.12,2.62,0.38,3.38,3.38,3.88,1.12,2.62,3,3.12,2.88,3,1.88,3,3.88,3,"Level"
"770","49-9021.02","Refrigeration Mechanics and Installers",3.25,2.75,3.38,3.25,3.88,3.75,3.25,3.62,3.38,3,3,1.75,2.62,3.25,2.88,3.62,2.38,3.62,3.5,1.88,2.75,0.5,3.62,2.88,3.88,1.38,2.75,3,3.12,3,3.25,1.5,3.12,3.88,2.88,"Level"
"771","49-9031.00","Home Appliance Repairers",2.38,3.12,2.75,2.75,3.25,3.25,2.62,2.38,2.5,2.62,2.25,1.38,1.38,2.25,1.75,3.12,2,3.25,3.38,2.12,2.12,0.38,3.75,3,3.62,1.62,3.12,2.75,2.88,2.12,2.12,1.25,2.62,3.62,2.75,"Level"
"772","49-9041.00","Industrial Machinery Mechanics",3,3,3,2.88,3.5,4.12,3,3,2.88,3,3,0.62,1.12,2.25,2.5,3,2,3.62,4,2.12,2.25,1.75,3.62,3.12,4.12,1.75,2.12,2.12,2.88,2.88,2.88,2.12,3,3.88,2.88,"Level"
"773","49-9043.00","Maintenance Workers, Machinery",2.12,3,2.88,3,3,3.88,2.75,2.25,2.12,2.38,1.88,0.75,1,1.88,1.62,2.75,2.12,3.25,3.62,1.75,2.12,0.75,3.12,2.88,3.75,0.75,2.12,2.12,2.75,2.12,2,1.12,2.38,3.25,2.25,"Level"
"774","49-9044.00","Millwrights",3.12,2.88,3.25,3.62,3.38,3.62,2.38,3.88,3.12,3.12,2.75,0.62,1.38,2.88,2.88,3.25,2.75,3.25,3.5,0.88,2.75,0.5,3.38,3.38,3.62,0.62,2.75,2.62,2.62,2.62,2.88,1.5,3.25,3.62,2.62,"Level"
"775","49-9045.00","Refractory Materials Repairers, Except Brickmasons",2.12,2.88,2.12,2.75,3,2.75,1.88,0.38,2.38,2.62,2.12,0.62,0.88,1.88,1.75,2.75,1.88,3,3.25,1.25,1.75,0,2.75,2.62,2.75,0,2,2.38,2.75,1.62,1.38,0.75,2.5,2.88,2.25,"Level"
"776","49-9051.00","Electrical Power-Line Installers and Repairers",3,3.12,3.25,3.25,3.38,3.12,2.12,1.88,2.88,3.25,2.88,0.38,0.88,3,1.62,3.25,2.5,3.25,3.38,1.62,3,0.5,3.12,3.12,3.38,1.25,2.75,2.88,2.88,3.12,3,1.25,3.25,3.38,2.75,"Level"
"777","49-9052.00","Telecommunications Line Installers and Repairers",2.62,3,3,3,3.12,2.75,2,1.88,2.12,3,2,0.75,0.75,1.88,1.75,2.88,2.12,3,3,1,2.25,0.62,3,3,2.75,1.12,2.88,2.88,2.75,2.38,2.38,0.88,2.75,3.12,2.88,"Level"
"778","49-9061.00","Camera and Photographic Equipment Repairers",3.12,3.12,3.12,2.25,3.38,3.62,3.12,1.38,0.88,3,2.25,1.75,1.88,1.62,2.5,2.88,2,1.75,3,1.75,2.12,1.25,3.38,3.5,3.88,1.88,2.25,2.5,3,2.12,2.12,2.25,3,3.62,3,"Level"
"779","49-9062.00","Medical Equipment Repairers",3.25,2.88,3.12,2.88,3.62,4,3.12,2,3.12,3.12,2.88,1.5,2.12,2.75,3.12,3.25,2.5,3,3.62,2.12,2.75,0.62,3.62,3.75,4,2.25,2.88,2.75,2.88,3,3.12,2,2.75,4,2.88,"Level"
"780","49-9063.00","Musical Instrument Repairers and Tuners",3.25,2.75,2.88,2.25,3.38,2.88,2.62,0.75,2.5,3,2.38,1.62,2.12,1.88,1.62,2.75,2.75,2.38,2.75,1.62,2.88,0,3.5,2.62,3.25,1.38,2.88,2.75,2.5,2.5,2.62,1.75,3,3.12,2.5,"Level"
"781","49-9064.00","Watch Repairers",2.25,2.62,2.62,2.12,2.88,2.62,2.38,0.75,1.75,2.75,1.25,1.12,1,1.5,1.62,2.38,1.25,2.25,2.25,1.25,1.75,0,2.75,2.5,3.12,1.38,2.75,2.5,2.5,1.62,1.75,1,2.38,2.75,1.88,"Level"
"782","49-9071.00","Maintenance and Repair Workers, General",3.12,2.88,3,3,3.12,4,3.12,3.12,2.25,3,2.25,1.25,1.25,2.25,2.38,3,1.62,3.12,3.12,2,1.62,0.12,3.12,3.12,4,0.88,2.12,2.62,2.88,2.25,2.38,1.62,2.88,3.5,2.88,"Level"
"783","49-9081.00","Wind Turbine Service Technicians",2.88,2.88,3,3.38,3.12,3.5,2.62,1.38,3.25,3,3,1.5,2.12,2.62,2.62,3,2,3.12,3.38,1.25,2.12,0.75,3.12,3.38,3.75,2,2.25,2.5,2.75,2.75,2.75,1.88,2.75,3.75,2.62,"Level"
"784","49-9091.00","Coin, Vending, and Amusement Machine Servicers and Repairers",2.12,2.88,2.88,2.62,2.88,3.12,2.25,2,2.12,2.75,1.62,1.12,1.12,1.62,1.75,3,1.75,3.12,3.12,0.75,2,0,2.75,3,3.25,1.12,2.88,2.62,2.5,2.5,2.38,0.12,2.75,3.12,2.88,"Level"
"785","49-9092.00","Commercial Divers",3.12,3.62,3.12,3.12,3.75,3,2.88,2.38,3.12,3.25,3,0.88,1.38,3,2.12,3.25,2.62,3.12,3.62,1.75,2.62,0,3.25,3.5,3.25,2.25,2.38,3,3.38,2.75,2.5,0.88,3.12,3.12,3,"Level"
"786","49-9093.00","Fabric Menders, Except Garment",1.62,2.38,2.38,2.25,2.38,0,0.38,0,1.5,2.12,0.12,1,1.12,1.88,2.25,2.25,1.88,2.62,2.12,0.88,2.12,0,1.88,2.25,0,0,2.25,2.12,2,1.88,1.62,1.12,2.5,1.62,1.88,"Level"
"787","49-9094.00","Locksmiths and Safe Repairers",2.5,2.75,2.62,2.62,3.12,3,2.38,2.12,2.25,2.88,2.38,0.88,1.25,1.88,2.38,2.5,1.75,2.75,2.25,0.38,2,0.62,3.12,2.5,3.25,0.12,2.38,2.12,2.5,2.12,1.75,1.38,2.75,2.88,2.38,"Level"
"788","49-9095.00","Manufactured Building and Mobile Home Installers",3,2.88,3.25,3.62,3.25,2.62,2.62,2.38,3.12,3,3.12,2.12,2.38,3.12,2.88,3.38,2.75,3.25,3.12,2,3,0,3.62,3.12,3.38,0.88,2.75,2.75,2.88,2.62,2.88,1.5,3.12,3.25,2.88,"Level"
"789","49-9096.00","Riggers",2.38,2.62,2.62,3,3,2.25,2.5,1.62,2.12,3.12,0.5,0.12,0.12,2.75,0.38,3,1.88,3,2.75,2.12,2.25,0,2.75,2.25,2.38,1.38,1.75,2,2.5,2,1.88,0.12,2.88,2.62,2.25,"Level"
"790","49-9097.00","Signal and Track Switch Repairers",2.88,2.62,2.88,3,3.12,3.88,2.88,3.25,2.75,3.12,2.62,1.12,1.38,2.38,2.5,2.88,1.75,3.12,3.62,0.38,2.12,0.75,3.75,2.88,4,1.12,2.12,2.25,2.38,2.12,2.12,1.12,2.88,4,2.88,"Level"
"791","49-9098.00","Helpers--Installation, Maintenance, and Repair Workers",2.62,2.88,2.38,3,3.12,3.25,2.38,2,2.38,2.62,2.25,0.25,0.75,1.5,1.5,3,1.5,3.12,2.88,0.75,1.88,0.62,3,2.38,3,0.25,2.38,2.25,2.62,1.88,1.75,0.88,2.5,2.88,1.75,"Level"
"792","49-9099.01","Geothermal Technicians",2.88,2.75,3,3.25,3,3.38,2.62,2.75,2.62,3,2.38,1.25,1.75,2.12,2.75,3.5,1.88,3.62,3.88,1.5,2.25,1,3.12,3,3.5,1.88,2.12,2,2.62,2.75,2.62,1.62,2.62,3.5,3,"Level"
"793","51-1011.00","First-Line Supervisors of Production and Operating Workers",3.25,3.75,3.5,3.88,3.88,2.25,2.12,0.38,3.25,3.25,3.25,2.75,2.62,3.88,2.5,3.5,3.12,2.62,3.25,3,3.12,0.25,3.12,3.62,2.38,0.88,2.88,3.75,3.88,3.12,3,1.12,3.88,2.5,3.75,"Level"
"794","51-2011.00","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3,3.12,2.88,2.88,3.12,3,2.88,3,2.88,3,2.88,1.38,1.62,2.38,2.75,3.12,2.25,2.88,3,1.38,2.25,1,3.75,3.12,3.12,1.5,2.38,2.25,3,2.88,2.62,1.88,3,2.88,3,"Level"
"795","51-2021.00","Coil Winders, Tapers, and Finishers",2.12,3,2.12,2.62,3,0.75,0.75,0.62,2,2.5,1.88,0,0.38,1.38,1,3,1.62,3,3,0.75,1.75,0,2.12,2.75,0.75,0.12,1.38,2.5,2.5,1.38,1.12,0.75,2.38,1.62,2,"Level"
"796","51-2022.00","Electrical and Electronic Equipment Assemblers",2.75,2.88,2.5,2.88,3,1.5,1.5,1.62,2.5,2.62,2,0.5,0.88,2,2,2.88,1.88,2.88,3,0.62,1.88,0.25,2.5,3.12,1.75,1.5,2.38,2.5,2.75,1.5,1.5,0.75,2.75,2,2.62,"Level"
"797","51-2023.00","Electromechanical Equipment Assemblers",2.12,2.75,2.12,2.62,3,2.88,1.75,0.5,2.38,2.62,1.75,0.38,0.75,1.88,1.75,2.62,2,2.12,3,0.62,2,0.5,3.38,3,2.5,2,1.75,2.12,2.62,1.5,1.25,0.88,2.62,3.25,2.38,"Level"
"798","51-2031.00","Engine and Other Machine Assemblers",2.25,3,2.25,2.25,3,2.88,2.25,1.38,2.25,2.5,2,0.62,1.12,2.12,2,3,2,2.88,3.12,0.75,2,0.75,3.25,3.12,2.88,1.62,2,2.12,2.88,2,2,1,2.25,3,2.25,"Level"
"799","51-2041.00","Structural Metal Fabricators and Fitters",1.62,3,2.25,2.62,2.25,0.88,1.5,0.25,1.88,2.38,0.75,0,0.12,2,1.88,2.5,1.75,2.38,2.38,1.25,2.12,0,2.5,2.38,0.88,0.62,1.75,2.25,2.5,0.5,0.5,0.5,2.38,2,2,"Level"
"800","51-2091.00","Fiberglass Laminators and Fabricators",2.75,2.75,2.75,2.88,2.88,0,1.12,0.12,2.75,2.75,2.75,1.25,1.62,2.12,2.38,3.12,2.38,2.88,2.88,0.25,2.5,0,3,2.75,0.25,1.38,2.25,2.38,2.5,2,2,1.12,2.5,1.75,2.5,"Level"
"801","51-2092.00","Team Assemblers",2.12,2.88,2.5,3.38,3,2,1.12,0,2.62,2.62,2.38,0.62,0.75,2.38,1.38,3,1.62,2.88,2.88,0.5,2.25,0.5,2.75,2.62,1.5,0,1.88,2.5,3,1.88,1.75,0.25,2.5,2,2.88,"Level"
"802","51-2093.00","Timing Device Assemblers and Adjusters",2.25,2.62,2.75,2,2.88,2.88,2.5,1.25,2.25,2.62,2,0.75,0.62,1.62,1.62,2.62,0.88,2.62,2.5,0.88,1.88,0.5,2.75,2.62,3.12,1.75,2.38,2.38,2.62,1.88,2,0.88,2.62,2.62,2.38,"Level"
"803","51-3011.00","Bakers",3,2.75,2,2.88,3,0.5,0.62,0,2,2.75,2,0.88,1.38,1.62,2.12,2.88,1.88,2,2.62,1.88,1.75,0,2.25,2.75,0.12,0.88,2.25,2.62,2.88,2,2,0.88,2.75,1.25,2.12,"Level"
"804","51-3021.00","Butchers and Meat Cutters",2.25,2.75,2.38,2.88,3.25,0,0.5,0,2.38,2.25,2.38,1.62,1.25,2.62,2.25,2.62,3,2.12,2.25,1.25,2.75,0,2.25,2.88,0,0.62,2.62,2.62,2.62,1.88,1.88,0,3,1.75,2.5,"Level"
"805","51-3022.00","Meat, Poultry, and Fish Cutters and Trimmers",1.75,2.38,2.12,2.38,2.62,0,0.75,0,2.25,2,1.88,1,1.12,2,1.75,2.5,2.12,2,2.12,0.62,1.88,0,2,2.12,0,0,2.25,2.25,2.5,0,0.12,0,2.38,1.88,2,"Level"
"806","51-3023.00","Slaughterers and Meat Packers",1.5,2.5,2,2.38,2,0,0.38,0,1.62,1.88,1,0.5,0.75,1.5,1,1.88,1.5,1.75,2,0.62,1.38,0,1.62,1.5,0,0,1.5,1.88,2.38,0.75,0.88,0,1.62,1,1.38,"Level"
"807","51-3091.00","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",2.62,2.5,2.62,2.75,2.88,2.5,1.88,1,2.62,2.5,2.5,0,0.25,2.25,0.5,3,2,3,3.5,1.5,2.25,0,3,2.75,2.12,1.12,2,2.38,2.62,1.38,1.38,0.5,2.38,2.25,2.75,"Level"
"808","51-3092.00","Food Batchmakers",2.25,2.75,2.75,3,3,1.75,1,0,2.25,2.5,1.75,0,0.5,2,2.12,2.88,1.62,3,3,2.12,1.62,0.25,2.12,3,1,1.5,1.88,2.75,2.75,1.12,1.12,0.38,2.62,2,2.75,"Level"
"809","51-3093.00","Food Cooking Machine Operators and Tenders",2.38,2.5,2.12,2.88,2.38,1.88,1.38,0,2.25,2.25,2,0.38,0.88,1.88,1.88,2.88,1.62,3,3.12,0.88,1.38,0.38,2.88,2.62,1.12,0.88,1.88,2.5,2.12,1.38,1.12,0.88,2.12,2,2.62,"Level"
"810","51-4011.00","Computer-Controlled Machine Tool Operators, Metal and Plastic",3.12,3.25,3,2.88,4,3.12,3.12,2,3,3,3,1.12,1.5,2.38,2.88,3.88,2.12,3.75,4,2.38,2.5,2.62,3.75,3.62,3,1.5,2.12,2.75,3,2.88,2.88,1.88,3,3.25,2.88,"Level"
"811","51-4012.00","Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",3.75,3.12,3.38,3,3.62,2.38,3,0.88,3,3.25,2.88,1.75,2.12,2.62,3.62,3.88,2.38,3.12,3.62,2.5,2.5,4,3,3.75,2.5,1.75,2.12,2.75,3.12,3,3,2.38,3,2.88,3.25,"Level"
"812","51-4021.00","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2.25,2.62,2.62,3,2.75,2.62,2.5,1.62,2.25,2.75,2.12,0.75,1.25,1.88,2.5,3.25,1.5,3.5,3.62,1.38,1.88,0.5,3.38,2.88,2.88,1.12,1.75,2.38,2.5,2.25,2.25,0.88,2.5,2.75,2,"Level"
"813","51-4022.00","Forging Machine Setters, Operators, and Tenders, Metal and Plastic",2.38,2.88,2.88,2.5,2.75,2.25,1.5,0.62,1.88,2.5,1.88,0.25,0.5,1.62,1.75,2.88,1.75,3,3.12,1.12,2.12,0.25,3.25,2.88,2.25,0.5,1.62,2.25,2.62,1.25,1.25,0.88,2.5,2.75,2.62,"Level"
"814","51-4023.00","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",2.62,2.75,2.88,3.12,3.25,3.25,2.38,1.62,2.75,2.75,2.88,0.75,1.25,2.75,2.75,3.12,1.88,3.75,4,1.5,2.12,0.88,3.75,2.88,2.88,0.62,2,2.38,2.62,2.5,2.38,1,3.12,3,2.62,"Level"
"815","51-4031.00","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2.25,2.75,2.62,2.5,2.75,2.75,1.5,0.88,2.5,2.75,2,0.5,0.75,1.88,2.38,3,1.88,3.5,3.5,1.25,1.75,0.12,3.38,2.88,2.5,0.88,1.62,2,2.75,1.5,1.5,0.75,2.62,2.88,2.38,"Level"
"816","51-4032.00","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.38,3,2.75,2.25,3.12,2.38,2.25,1.5,2,2.75,2.12,0.5,0.75,2.12,2.25,3.12,1.88,3.12,3.5,1.88,2,0.25,2.88,2.88,2.38,0.62,2,2.25,3,2.12,2,1.12,2.38,2.75,2.75,"Level"
"817","51-4033.00","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.38,2.5,2.62,2.25,2.88,2.75,2.38,1.25,2.38,2.75,2,0.88,1.12,2.12,3,3.38,1.75,3.75,3.88,1.75,1.88,0.88,3.75,3.25,2.5,1,1.75,2.25,2.5,2.38,2.5,1,2.38,2.62,2.38,"Level"
"818","51-4034.00","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,2.75,2.75,2.75,3,2.5,2.25,1,2.12,2.5,1.62,0.38,0.38,1.62,2.25,3,1.25,3.12,2.88,1.62,1.5,0.38,2.88,3,2.12,1,1.5,2.25,2.62,1.62,1.38,1.12,2.25,2.5,2,"Level"
