,Id2,Id,Url,Category,Description,Green Occupational Category
735,47-5061.00,"Roof Bolters, Mining",http://www.bls.gov/soc/2010/soc475061.htm,47,Operate machinery to install roof support bolts in underground mine.,
736,47-5071.00,"Roustabouts, Oil and Gas",http://www.bls.gov/soc/2010/soc475071.htm,47,Assemble or repair oil field equipment using hand and power tools. Perform other tasks as needed.,
737,47-5081.00,Helpers--Extraction Workers,http://www.bls.gov/soc/2010/soc475081.htm,47,"Help extraction craft workers, such as earth drillers, blasters and explosives workers, derrick operators, and mining machine operators, by performing duties requiring less skill. Duties include supplying equipment or cleaning work area.",
738,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",http://www.bls.gov/soc/2010/soc491011.htm,49,"Directly supervise and coordinate the activities of mechanics, installers, and repairers.",Green Increased Demand
739,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",http://www.bls.gov/soc/2010/soc492011.htm,49,"Repair, maintain, or install computers, word processing systems, automated teller machines, and electronic office machines, such as duplicating and fax machines.",
740,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",http://www.bls.gov/soc/2010/soc492021.htm,49,"Repair, install or maintain mobile or stationary radio transmitting, broadcasting, and receiving equipment, and two-way radio communications systems used in cellular telecommunications, mobile broadband, ship-to-shore, aircraft-to-ground communications, and radio equipment in service and emergency vehicles. May test and analyze network coverage.",
741,49-2021.01,Radio Mechanics,http://www.bls.gov/soc/2010/soc492021.htm,49,Test or repair mobile or stationary radio transmitting and receiving equipment and two-way radio communications systems used in ship-to-shore communications and found in service and emergency vehicles.,
742,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",http://www.bls.gov/soc/2010/soc492022.htm,49,"Install, set-up, rearrange, or remove switching, distribution, routing, and dialing equipment used in central offices or headends. Service or repair telephone, cable television, Internet, and other communications equipment on customers' property. May install communications equipment or communications wiring in buildings.",
743,49-2091.00,Avionics Technicians,http://www.bls.gov/soc/2010/soc492091.htm,49,"Install, inspect, test, adjust, or repair avionics equipment, such as radar, radio, navigation, and missile control systems in aircraft or space vehicles.",
744,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",http://www.bls.gov/soc/2010/soc492092.htm,49,"Repair, maintain, or install electric motors, wiring, or switches.",
745,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",http://www.bls.gov/soc/2010/soc492093.htm,49,"Install, adjust, or maintain mobile electronics communication equipment, including sound, sonar, security, navigation, and surveillance systems on trains, watercraft, or other mobile equipment.",
746,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",http://www.bls.gov/soc/2010/soc492094.htm,49,"Repair, test, adjust, or install electronic equipment, such as industrial controls, transmitters, and antennas.",Green Increased Demand
747,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",http://www.bls.gov/soc/2010/soc492095.htm,49,"Inspect, test, repair, or maintain electrical equipment in generating stations, substations, and in-service relays.",
748,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",http://www.bls.gov/soc/2010/soc492096.htm,49,"Install, diagnose, or repair communications, sound, security, or navigation equipment in motor vehicles.",
749,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,http://www.bls.gov/soc/2010/soc492097.htm,49,"Repair, adjust, or install audio or television receivers, stereo systems, camcorders, video systems, or other electronic home entertainment equipment.",
750,49-2098.00,Security and Fire Alarm Systems Installers,http://www.bls.gov/soc/2010/soc492098.htm,49,"Install, program, maintain, or repair security or fire alarm wiring and equipment. Ensure that work is in accordance with relevant codes.",
751,49-3011.00,Aircraft Mechanics and Service Technicians,http://www.bls.gov/soc/2010/soc493011.htm,49,"Diagnose, adjust, repair, or overhaul aircraft engines and assemblies, such as hydraulic and pneumatic systems. Includes helicopter and aircraft engine specialists.",
752,49-3021.00,Automotive Body and Related Repairers,http://www.bls.gov/soc/2010/soc493021.htm,49,Repair and refinish automotive vehicle bodies and straighten vehicle frames.,
753,49-3022.00,Automotive Glass Installers and Repairers,http://www.bls.gov/soc/2010/soc493022.htm,49,Replace or repair broken windshields and window glass in motor vehicles.,
754,49-3023.01,Automotive Master Mechanics,http://www.bls.gov/soc/2010/soc493023.htm,49,"Repair automobiles, trucks, buses, and other vehicles. Master mechanics repair virtually any part on the vehicle or specialize in the transmission system.",
755,49-3023.02,Automotive Specialty Technicians,http://www.bls.gov/soc/2010/soc493023.htm,49,"Repair only one system or component on a vehicle, such as brakes, suspension, or radiator.",Green Enhanced Skills
756,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,http://www.bls.gov/soc/2010/soc493031.htm,49,"Diagnose, adjust, repair, or overhaul buses and trucks, or maintain and repair any type of diesel engines. Includes mechanics working primarily with automobile or marine diesel engines.",Green Enhanced Skills
757,49-3041.00,Farm Equipment Mechanics and Service Technicians,http://www.bls.gov/soc/2010/soc493041.htm,49,"Diagnose, adjust, repair, or overhaul farm machinery and vehicles, such as tractors, harvesters, dairy equipment, and irrigation systems.",
758,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",http://www.bls.gov/soc/2010/soc493042.htm,49,"Diagnose, adjust, repair, or overhaul mobile mechanical, hydraulic, and pneumatic equipment, such as cranes, bulldozers, graders, and conveyors, used in construction, logging, and surface mining.",
759,49-3043.00,Rail Car Repairers,http://www.bls.gov/soc/2010/soc493043.htm,49,"Diagnose, adjust, repair, or overhaul railroad rolling stock, mine cars, or mass transit rail cars.",
760,49-3051.00,Motorboat Mechanics and Service Technicians,http://www.bls.gov/soc/2010/soc493051.htm,49,Repair and adjust electrical and mechanical equipment of inboard or inboard-outboard boat engines.,
761,49-3052.00,Motorcycle Mechanics,http://www.bls.gov/soc/2010/soc493052.htm,49,"Diagnose, adjust, repair, or overhaul motorcycles, scooters, mopeds, dirt bikes, or similar motorized vehicles.",
762,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,http://www.bls.gov/soc/2010/soc493053.htm,49,"Diagnose, adjust, repair, or overhaul small engines used to power lawn mowers, chain saws, recreational sporting equipment and related equipment.",
763,49-3091.00,Bicycle Repairers,http://www.bls.gov/soc/2010/soc493091.htm,49,Repair and service bicycles.,
764,49-3092.00,Recreational Vehicle Service Technicians,http://www.bls.gov/soc/2010/soc493092.htm,49,"Diagnose, inspect, adjust, repair, or overhaul recreational vehicles including travel trailers. May specialize in maintaining gas, electrical, hydraulic, plumbing, or chassis/towing systems as well as repairing generators, appliances, and interior components. Includes workers who perform customized van conversions.",
765,49-3093.00,Tire Repairers and Changers,http://www.bls.gov/soc/2010/soc493093.htm,49,Repair and replace tires.,
766,49-9011.00,Mechanical Door Repairers,http://www.bls.gov/soc/2010/soc499011.htm,49,"Install, service, or repair automatic door mechanisms and hydraulic doors. Includes garage door mechanics.",
767,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",http://www.bls.gov/soc/2010/soc499012.htm,49,"Install, repair, and maintain mechanical regulating and controlling devices, such as electric meters, gas regulators, thermostats, safety and flow valves, and other mechanical governors.",
768,49-9021.01,Heating and Air Conditioning Mechanics and Installers,http://www.bls.gov/soc/2010/soc499021.htm,49,"Install, service, or repair heating and air conditioning systems in residences or commercial establishments.",Green Enhanced Skills
769,49-9021.02,Refrigeration Mechanics and Installers,http://www.bls.gov/soc/2010/soc499021.htm,49,Install and repair industrial and commercial refrigerating systems.,Green Increased Demand
770,49-9031.00,Home Appliance Repairers,http://www.bls.gov/soc/2010/soc499031.htm,49,"Repair, adjust, or install all types of electric or gas household appliances, such as refrigerators, washers, dryers, and ovens.",
771,49-9041.00,Industrial Machinery Mechanics,http://www.bls.gov/soc/2010/soc499041.htm,49,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems.",Green Increased Demand
772,49-9043.00,"Maintenance Workers, Machinery",http://www.bls.gov/soc/2010/soc499043.htm,49,"Lubricate machinery, change parts, or perform other routine machinery maintenance.",
773,49-9044.00,Millwrights,http://www.bls.gov/soc/2010/soc499044.htm,49,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",Green Increased Demand
774,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",http://www.bls.gov/soc/2010/soc499045.htm,49,"Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits and ovens, using refractory materials.",
775,49-9051.00,Electrical Power-Line Installers and Repairers,http://www.bls.gov/soc/2010/soc499051.htm,49,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,Green Increased Demand
776,49-9052.00,Telecommunications Line Installers and Repairers,http://www.bls.gov/soc/2010/soc499052.htm,49,"Install and repair telecommunications cable, including fiber optics.",
777,49-9061.00,Camera and Photographic Equipment Repairers,http://www.bls.gov/soc/2010/soc499061.htm,49,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment.",
778,49-9062.00,Medical Equipment Repairers,http://www.bls.gov/soc/2010/soc499062.htm,49,"Test, adjust, or repair biomedical or electromedical equipment.",
779,49-9063.00,Musical Instrument Repairers and Tuners,http://www.bls.gov/soc/2010/soc499063.htm,49,"Repair percussion, stringed, reed, or wind instruments. May specialize in one area, such as piano tuning.",
780,49-9064.00,Watch Repairers,http://www.bls.gov/soc/2010/soc499064.htm,49,"Repair, clean, and adjust mechanisms of timing instruments, such as watches and clocks. Includes watchmakers, watch technicians, and mechanical timepiece repairers.",
781,49-9071.00,"Maintenance and Repair Workers, General",http://www.bls.gov/soc/2010/soc499071.htm,49,"Perform work involving the skills of two or more maintenance or craft occupations to keep machines, mechanical equipment, or the structure of an establishment in repair. Duties may involve pipe fitting; boiler making; insulating; welding; machining; carpentry; repairing electrical or mechanical equipment; installing, aligning, and balancing new equipment; and repairing buildings, floors, or stairs.",Green Enhanced Skills
782,49-9081.00,Wind Turbine Service Technicians,http://www.bls.gov/soc/2010/soc499081.htm,49,"Inspect, diagnose, adjust, or repair wind turbines. Perform maintenance on wind turbine equipment including resolving electrical, mechanical, and hydraulic malfunctions.",Green New & Emerging
783,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",http://www.bls.gov/soc/2010/soc499091.htm,49,"Install, service, adjust, or repair coin, vending, or amusement machines including video games, juke boxes, pinball machines, or slot machines.",
784,49-9092.00,Commercial Divers,http://www.bls.gov/soc/2010/soc499092.htm,49,"Work below surface of water, using scuba gear to inspect, repair, remove, or install equipment and structures. May use a variety of power and hand tools, such as drills, sledgehammers, torches, and welding equipment. May conduct tests or experiments, rig explosives, or photograph structures or marine life.",
785,49-9093.00,"Fabric Menders, Except Garment",http://www.bls.gov/soc/2010/soc499093.htm,49,"Repair tears, holes, and other defects in fabrics, such as draperies, linens, parachutes, and tents.",
786,49-9094.00,Locksmiths and Safe Repairers,http://www.bls.gov/soc/2010/soc499094.htm,49,Repair and open locks; make keys; change locks and safe combinations; and install and repair safes.,
787,49-9095.00,Manufactured Building and Mobile Home Installers,http://www.bls.gov/soc/2010/soc499095.htm,49,Move or install mobile homes or prefabricated buildings.,
788,49-9096.00,Riggers,http://www.bls.gov/soc/2010/soc499096.htm,49,"Set up or repair rigging for construction projects, manufacturing plants, logging yards, ships and shipyards, or for the entertainment industry.",
789,49-9097.00,Signal and Track Switch Repairers,http://www.bls.gov/soc/2010/soc499097.htm,49,"Install, inspect, test, maintain, or repair electric gate crossings, signals, signal equipment, track switches, section lines, or intercommunications systems within a railroad system.",
790,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",http://www.bls.gov/soc/2010/soc499098.htm,49,"Help installation, maintenance, and repair workers in maintenance, parts replacement, and repair of vehicles, industrial machinery, and electrical and electronic equipment. Perform duties such as furnishing tools, materials, and supplies to other workers; cleaning work area, machines, and tools; and holding materials or tools for other workers.",Green Increased Demand
791,49-9099.01,Geothermal Technicians,http://www.bls.gov/soc/2010/soc499099.htm,49,"Perform technical activities at power plants or individual installations necessary for the generation of power from geothermal energy sources. Monitor and control operating activities at geothermal power generation facilities and perform maintenance and repairs as necessary. Install, test, and maintain residential and commercial geothermal heat pumps.",Green New & Emerging
792,51-1011.00,First-Line Supervisors of Production and Operating Workers,http://www.bls.gov/soc/2010/soc511011.htm,51,"Directly supervise and coordinate the activities of production and operating workers, such as inspectors, precision workers, machine setters and operators, assemblers, fabricators, and plant and system operators.",Green Increased Demand
793,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",http://www.bls.gov/soc/2010/soc512011.htm,51,"Assemble, fit, fasten, and install parts of airplanes, space vehicles, or missiles, such as tails, wings, fuselage, bulkheads, stabilizers, landing gear, rigging and control equipment, or heating and ventilating systems.",Green Enhanced Skills
794,51-2021.00,"Coil Winders, Tapers, and Finishers",http://www.bls.gov/soc/2010/soc512021.htm,51,"Wind wire coils used in electrical components, such as resistors and transformers, and in electrical equipment and instruments, such as field cores, bobbins, armature cores, electrical motors, generators, and control equipment.",
795,51-2022.00,Electrical and Electronic Equipment Assemblers,http://www.bls.gov/soc/2010/soc512022.htm,51,"Assemble or modify electrical or electronic equipment, such as computers, test equipment telemetering systems, electric motors, and batteries.",Green Increased Demand
796,51-2023.00,Electromechanical Equipment Assemblers,http://www.bls.gov/soc/2010/soc512023.htm,51,"Assemble or modify electromechanical equipment or devices, such as servomechanisms, gyros, dynamometers, magnetic drums, tape drives, brakes, control linkage, actuators, and appliances.",
797,51-2031.00,Engine and Other Machine Assemblers,http://www.bls.gov/soc/2010/soc512031.htm,51,"Construct, assemble, or rebuild machines, such as engines, turbines, and similar equipment used in such industries as construction, extraction, textiles, and paper manufacturing.",Green Increased Demand
798,51-2041.00,Structural Metal Fabricators and Fitters,http://www.bls.gov/soc/2010/soc512041.htm,51,"Fabricate, position, align, and fit parts of structural metal products.",Green Increased Demand
799,51-2091.00,Fiberglass Laminators and Fabricators,http://www.bls.gov/soc/2010/soc512091.htm,51,"Laminate layers of fiberglass on molds to form boat decks and hulls, bodies for golf carts, automobiles, or other products.",
800,51-2092.00,Team Assemblers,http://www.bls.gov/soc/2010/soc512092.htm,51,Work as part of a team having responsibility for assembling an entire product or component of a product. Team assemblers can perform all tasks conducted by the team in the assembly process and rotate through all or most of them rather than being assigned to a specific task on a permanent basis. May participate in making management decisions affecting the work. Includes team leaders who work as part of the team.,Green Increased Demand
801,51-2093.00,Timing Device Assemblers and Adjusters,http://www.bls.gov/soc/2010/soc512093.htm,51,"Perform precision assembling, adjusting, or calibrating, within narrow tolerances, of timing devices such as digital clocks or timing devices with electrical or electronic components.",
802,51-3011.00,Bakers,http://www.bls.gov/soc/2010/soc513011.htm,51,"Mix and bake ingredients to produce breads, rolls, cookies, cakes, pies, pastries, or other baked goods.",
803,51-3021.00,Butchers and Meat Cutters,http://www.bls.gov/soc/2010/soc513021.htm,51,"Cut, trim, or prepare consumer-sized portions of meat for use or sale in retail establishments.",
804,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",http://www.bls.gov/soc/2010/soc513022.htm,51,"Use hand or hand tools to perform routine cutting and trimming of meat, poultry, and seafood.",
805,51-3023.00,Slaughterers and Meat Packers,http://www.bls.gov/soc/2010/soc513023.htm,51,"Work in slaughtering, meat packing, or wholesale establishments performing precision functions involving the preparation of meat. Work may include specialized slaughtering tasks, cutting standard or premium cuts of meat for marketing, making sausage, or wrapping meats.",
806,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",http://www.bls.gov/soc/2010/soc513091.htm,51,"Operate or tend food or tobacco roasting, baking, or drying equipment, including hearth ovens, kiln driers, roasters, char kilns, and vacuum drying equipment.",
807,51-3092.00,Food Batchmakers,http://www.bls.gov/soc/2010/soc513092.htm,51,Set up and operate equipment that mixes or blends ingredients used in the manufacturing of food products. Includes candy makers and cheese makers.,
808,51-3093.00,Food Cooking Machine Operators and Tenders,http://www.bls.gov/soc/2010/soc513093.htm,51,"Operate or tend cooking equipment, such as steam cooking vats, deep fry cookers, pressure cookers, kettles, and boilers, to prepare food products.",
809,51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",http://www.bls.gov/soc/2010/soc514011.htm,51,Operate computer-controlled machines or robots to perform one or more machine functions on metal or plastic work pieces.,Green Increased Demand
810,51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",http://www.bls.gov/soc/2010/soc514012.htm,51,"Develop programs to control machining or processing of metal or plastic parts by automatic machine tools, equipment, or systems.",
811,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",http://www.bls.gov/soc/2010/soc514021.htm,51,"Set up, operate, or tend machines to extrude or draw thermoplastic or metal materials into tubes, rods, hoses, wire, bars, or structural shapes.",
812,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",http://www.bls.gov/soc/2010/soc514022.htm,51,"Set up, operate, or tend forging machines to taper, shape, or form metal or plastic parts.",
813,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",http://www.bls.gov/soc/2010/soc514023.htm,51,"Set up, operate, or tend machines to roll steel or plastic forming bends, beads, knurls, rolls, or plate or to flatten, temper, or reduce gauge of material.",
814,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",http://www.bls.gov/soc/2010/soc514031.htm,51,"Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic material.",Green Increased Demand
815,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",http://www.bls.gov/soc/2010/soc514032.htm,51,"Set up, operate, or tend drilling machines to drill, bore, ream, mill, or countersink metal or plastic work pieces.",Green Increased Demand
816,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",http://www.bls.gov/soc/2010/soc514033.htm,51,"Set up, operate, or tend grinding and related tools that remove excess material or burrs from surfaces, sharpen edges or corners, or buff, hone, or polish metal or plastic work pieces.",
817,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",http://www.bls.gov/soc/2010/soc514034.htm,51,"Set up, operate, or tend lathe and turning machines to turn, bore, thread, form, or face metal or plastic materials, such as wire, rod, or bar stock.",
818,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",http://www.bls.gov/soc/2010/soc514035.htm,51,"Set up, operate, or tend milling or planing machines to mill, plane, shape, groove, or profile metal or plastic work pieces.",
819,51-4041.00,Machinists,http://www.bls.gov/soc/2010/soc514041.htm,51,"Set up and operate a variety of machine tools to produce precision parts and instruments. Includes precision instrument makers who fabricate, modify, or repair mechanical instruments. May also fabricate and modify parts to make or repair machine tools or maintain industrial machines, applying knowledge of mechanics, mathematics, metal properties, layout, and machining procedures.",Green Enhanced Skills
820,51-4051.00,Metal-Refining Furnace Operators and Tenders,http://www.bls.gov/soc/2010/soc514051.htm,51,"Operate or tend furnaces, such as gas, oil, coal, electric-arc or electric induction, open-hearth, or oxygen furnaces, to melt and refine metal before casting or to produce specified types of steel.",
821,51-4052.00,"Pourers and Casters, Metal",http://www.bls.gov/soc/2010/soc514052.htm,51,Operate hand-controlled mechanisms to pour and regulate the flow of molten metal into molds to produce castings or ingots.,
822,51-4061.00,"Model Makers, Metal and Plastic",http://www.bls.gov/soc/2010/soc514061.htm,51,"Set up and operate machines, such as lathes, milling and engraving machines, and jig borers to make working models of metal or plastic objects. Includes template makers.",
823,51-4062.00,"Patternmakers, Metal and Plastic",http://www.bls.gov/soc/2010/soc514062.htm,51,"Lay out, machine, fit, and assemble castings and parts to metal or plastic foundry patterns, core boxes, or match plates.",
824,51-4071.00,Foundry Mold and Coremakers,http://www.bls.gov/soc/2010/soc514071.htm,51,Make or form wax or sand cores or molds used in the production of metal castings in foundries.,
825,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",http://www.bls.gov/soc/2010/soc514072.htm,51,"Set up, operate, or tend metal or plastic molding, casting, or coremaking machines to mold or cast metal or thermoplastic parts or products.",
826,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",http://www.bls.gov/soc/2010/soc514081.htm,51,"Set up, operate, or tend more than one type of cutting or forming machine tool or robot.",
827,51-4111.00,Tool and Die Makers,http://www.bls.gov/soc/2010/soc514111.htm,51,"Analyze specifications, lay out metal stock, set up and operate machine tools, and fit and assemble parts to make and repair dies, cutting tools, jigs, fixtures, gauges, and machinists' hand tools.",
828,51-4121.06,"Welders, Cutters, and Welder Fitters",http://www.bls.gov/soc/2010/soc514121.htm,51,"Use hand-welding or flame-cutting equipment to weld or join metal components or to fill holes, indentations, or seams of fabricated metal products.",Green Increased Demand
829,51-4121.07,Solderers and Brazers,http://www.bls.gov/soc/2010/soc514121.htm,51,"Braze or solder together components to assemble fabricated metal parts, using soldering iron, torch, or welding machine and flux.",Green Increased Demand
830,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",http://www.bls.gov/soc/2010/soc514122.htm,51,"Set up, operate, or tend welding, soldering, or brazing machines or robots that weld, braze, solder, or heat treat metal products, components, or assemblies. Includes workers who operate laser cutters or laser-beam machines.",
831,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",http://www.bls.gov/soc/2010/soc514191.htm,51,"Set up, operate, or tend heating equipment, such as heat-treating furnaces, flame-hardening machines, induction machines, soaking pits, or vacuum equipment to temper, harden, anneal, or heat-treat metal or plastic objects.",
832,51-4192.00,"Layout Workers, Metal and Plastic",http://www.bls.gov/soc/2010/soc514192.htm,51,"Lay out reference points and dimensions on metal or plastic stock or workpieces, such as sheets, plates, tubes, structural shapes, castings, or machine parts, for further processing. Includes shipfitters.",
833,51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",http://www.bls.gov/soc/2010/soc514193.htm,51,"Set up, operate, or tend plating or coating machines to coat metal or plastic products with chromium, zinc, copper, cadmium, nickel, or other metal to protect or decorate surfaces. Includes electrolytic processes.",
834,51-4194.00,"Tool Grinders, Filers, and Sharpeners",http://www.bls.gov/soc/2010/soc514194.htm,51,"Perform precision smoothing, sharpening, polishing, or grinding of metal objects.",
835,51-5111.00,Prepress Technicians and Workers,http://www.bls.gov/soc/2010/soc515111.htm,51,Format and proof text and images submitted by designers and clients into finished pages that can be printed. Includes digital and photo typesetting. May produce printing plates.,
836,51-5112.00,Printing Press Operators,http://www.bls.gov/soc/2010/soc515112.htm,51,"Set up and operate digital, letterpress, lithographic, flexographic, gravure, or other printing machines. Includes short-run offset printing presses.",
837,51-5113.00,Print Binding and Finishing Workers,http://www.bls.gov/soc/2010/soc515113.htm,51,Bind books and other publications or finish printed products by hand or machine. May set up binding and finishing machines.,
838,51-6011.00,Laundry and Dry-Cleaning Workers,http://www.bls.gov/soc/2010/soc516011.htm,51,"Operate or tend washing or dry-cleaning machines to wash or dry-clean industrial or household articles, such as cloth garments, suede, leather, furs, blankets, draperies, linens, rugs, and carpets. Includes spotters and dyers of these articles.",
839,51-6021.00,"Pressers, Textile, Garment, and Related Materials",http://www.bls.gov/soc/2010/soc516021.htm,51,Press or shape articles by hand or machine.,
840,51-6031.00,Sewing Machine Operators,http://www.bls.gov/soc/2010/soc516031.htm,51,"Operate or tend sewing machines to join, reinforce, decorate, or perform related sewing operations in the manufacture of garment or nongarment products.",
841,51-6041.00,Shoe and Leather Workers and Repairers,http://www.bls.gov/soc/2010/soc516041.htm,51,"Construct, decorate, or repair leather and leather-like products, such as luggage, shoes, and saddles.",
842,51-6042.00,Shoe Machine Operators and Tenders,http://www.bls.gov/soc/2010/soc516042.htm,51,"Operate or tend a variety of machines to join, decorate, reinforce, or finish shoes and shoe parts.",
843,51-6051.00,"Sewers, Hand",http://www.bls.gov/soc/2010/soc516051.htm,51,"Sew, join, reinforce, or finish, usually with needle and thread, a variety of manufactured items. Includes weavers and stitchers.",
844,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",http://www.bls.gov/soc/2010/soc516052.htm,51,"Design, make, alter, repair, or fit garments.",
845,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,http://www.bls.gov/soc/2010/soc516061.htm,51,"Operate or tend machines to bleach, shrink, wash, dye, or finish textiles or synthetic or glass fibers.",
846,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",http://www.bls.gov/soc/2010/soc516062.htm,51,"Set up, operate, or tend machines that cut textiles.",
847,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",http://www.bls.gov/soc/2010/soc516063.htm,51,"Set up, operate, or tend machines that knit, loop, weave, or draw in textiles.",
848,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",http://www.bls.gov/soc/2010/soc516064.htm,51,"Set up, operate, or tend machines that wind or twist textiles; or draw out and combine sliver, such as wool, hemp, or synthetic fibers. Includes slubber machine and drawing frame operators.",
849,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",http://www.bls.gov/soc/2010/soc516091.htm,51,"Set up, operate, or tend machines that extrude and form continuous filaments from synthetic materials, such as liquid polymer, rayon, and fiberglass.",
850,51-6092.00,Fabric and Apparel Patternmakers,http://www.bls.gov/soc/2010/soc516092.htm,51,Draw and construct sets of precision master fabric patterns or layouts. May also mark and cut fabrics and apparel.,
851,51-6093.00,Upholsterers,http://www.bls.gov/soc/2010/soc516093.htm,51,"Make, repair, or replace upholstery for household furniture or transportation vehicles.",
852,51-7011.00,Cabinetmakers and Bench Carpenters,http://www.bls.gov/soc/2010/soc517011.htm,51,"Cut, shape, and assemble wooden articles or set up and operate a variety of woodworking machines, such as power saws, jointers, and mortisers to surface, cut, or shape lumber or to fabricate parts for wood products.",
853,51-7021.00,Furniture Finishers,http://www.bls.gov/soc/2010/soc517021.htm,51,"Shape, finish, and refinish damaged, worn, or used furniture or new high-grade furniture to specified color or finish.",
854,51-7031.00,"Model Makers, Wood",http://www.bls.gov/soc/2010/soc517031.htm,51,Construct full-size and scale wooden precision models of products. Includes wood jig builders and loft workers.,
855,51-7032.00,"Patternmakers, Wood",http://www.bls.gov/soc/2010/soc517032.htm,51,"Plan, lay out, and construct wooden unit or sectional patterns used in forming sand molds for castings.",
856,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",http://www.bls.gov/soc/2010/soc517041.htm,51,"Set up, operate, or tend wood sawing machines. May operate CNC equipment. Includes lead sawyers.",
857,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",http://www.bls.gov/soc/2010/soc517042.htm,51,"Set up, operate, or tend woodworking machines, such as drill presses, lathes, shapers, routers, sanders, planers, and wood nailing machines. May operate CNC equipment.",
858,51-8011.00,Nuclear Power Reactor Operators,http://www.bls.gov/soc/2010/soc518011.htm,51,"Operate or control nuclear reactors. Move control rods, start and stop equipment, monitor and adjust controls, and record data in logs. Implement emergency procedures when needed. May respond to abnormalities, determine cause, and recommend corrective action.",Green Enhanced Skills
859,51-8012.00,Power Distributors and Dispatchers,http://www.bls.gov/soc/2010/soc518012.htm,51,"Coordinate, regulate, or distribute electricity or steam.",Green Increased Demand
860,51-8013.00,Power Plant Operators,http://www.bls.gov/soc/2010/soc518013.htm,51,"Control, operate, or maintain machinery to generate electric power. Includes auxiliary equipment operators.",Green Enhanced Skills
861,51-8021.00,Stationary Engineers and Boiler Operators,http://www.bls.gov/soc/2010/soc518021.htm,51,"Operate or maintain stationary engines, boilers, or other mechanical equipment to provide utilities for buildings or industrial processes. Operate equipment, such as steam engines, generators, motors, turbines, and steam boilers.",Green Increased Demand
862,51-8031.00,Water and Wastewater Treatment Plant and System Operators,http://www.bls.gov/soc/2010/soc518031.htm,51,"Operate or control an entire process or system of machines, often through the use of control boards, to transfer or treat water or wastewater.",
